Employbl Company ID,Company Name,Website,City,State,Zip,Latitude,Longitude
639,SnapLogic,snaplogic.com,San Mateo,CA,94402,37.553927,-122.299989
229,enSilo,www.ensilo.com,San Francisco,CA,94105,37.786907,-122.398658
586,Rocket Lawyer,www.rocketlawyer.com,San Francisco,CA,94105,37.791002,-122.393409
864,Tipalti,tipalti.com,San Mateo,CA,94404,37.556738,-122.281605
1061,Hivemapper,hivemapper.com,Burlingame,CA,94010,37.593663,-122.388098
798,Zazzle,zazzle.com,Redwood City,CA,94063,37.51098,-122.201431
601,Say Media,saymedia.com,San Francisco,CA,94107,37.779373,-122.392617
259,Forward,goforward.com,San Francisco,CA,94104,37.790039,-122.403645
587,RocketSpace,www.rocketspace.com,San Francisco,CA,94104,37.791899,-122.400667
744,ValiMail,www.valimail.com,San Francisco,CA,94104,37.790773,-122.401906
603,Scalable Press,scalablepress.com,San Francisco,CA,94104,37.790773,-122.401906
215,Dynata,dynata.com,San Francisco,CA,94104,37.790776,-122.402103
420,Marqeta,marqeta.com,Oakland,CA,94612,37.81136,-122.262597
555,RaiseMe,www.raise.me,San Francisco,CA,94110,37.763869,-122.419088
394,LendUp,www.lendup.com,Oakland,CA,94612,37.807218,-122.269279
883,Oderful,orderful.com,San Francisco,CA,94123,37.798198,-122.42813
961,Nutanix,nutanix.com,San Jose,CA,95112,37.367681,-121.918126
1067,OutreachCircle,outreachcircle.com,Los Altos,CA,94022,37.377091,-122.110261
849,Nextgen Technologies,www.nextgentechinc.com,San Jose,CA,95112,37.368505,-121.915417
1071,Wiser Solutions,wiser.com,San Mateo,CA,94402,37.551741,-122.314051
200,Design Action Collective,designaction.org,Oakland,CA,94612,37.806559,-122.267826
375,Kickstart Coding,kickstartcoding.com,Oakland,CA,94612,37.807053,-122.269864
428,Mayvenn,mayvenn.com,Oakland,CA,94612,37.806403,-122.268092
344,Insight Recruiting,insightrecruiting.com,San Francisco,CA,94111,37.805502,-122.405183
1073,Roku,roku.com,Los Gatos,CA,95032,37.261103,-121.961486
869,PARISOMA,parisoma.com,San Francisco,CA,94103,37.773624,-122.41588
134,Carrot Fertility,www.get-carrot.com,San Francisco,CA,94107,37.779816,-122.392259
558,RapidAPI,rapidapi.com,San Francisco,CA,94107,37.779816,-122.392259
855,Toole Design,tooledesign.com,Oakland,CA,94612,37.806636,-122.270002
73,BabyCenter,babycenter.com,San Francisco,CA,94107,37.777601,-122.398012
74,Babylist,babylist.com,Oakland,CA,94612,37.807139,-122.27281
242,Fabric Genomics,fabricgenomics.com,Oakland,CA,94612,37.806374,-122.270684
463,Mynd,mynd.co,Oakland,CA,94612,37.806374,-122.270684
500,OSIsoft,osisoft.com,San Leandro,CA,94577,37.72122,-122.161542
192,Databricks,databricks.com,San Francisco,CA,94105,37.791365,-122.393741
838,Stellar,stellar.org,San Francisco,CA,94110,37.76401,-122.418853
807,Zicasso,zicasso.com,Mountain View,CA,94040,37.390265,-122.092123
881,MediaMonks,mediamonks.com,San Francisco,CA,94105,37.787108,-122.399067
1080,Acquia,acquia.com,San Francisco,CA,94105,37.787108,-122.399067
64,Asana,asana.com,San Francisco,CA,94103,37.767534,-122.411183
773,WellnessFX,wellnessfx.com,San Francisco,CA,94103,37.767617,-122.410872
389,Leanplum,www.leanplum.com,San Francisco,CA,94103,37.767534,-122.411183
236,Eventbrite,www.eventbrite.com,San Francisco,CA,94103,37.78238,-122.405225
630,Slack,slack.com,San Francisco,CA,94103,37.78238,-122.405225
674,Swift Navigation,swiftnav.com,San Francisco,CA,94103,37.773495,-122.417794
94,Bleacher Report,bleacherreport.com,San Francisco,CA,94108,37.789499,-122.404017
1062,Joro,joro.tech,Oakland,CA,94612,37.804745,-122.267597
1055,1528 Webster,1528webster.com,Oakland,CA,94612,37.804745,-122.267597
334,iHear Medical,ihearmedical.com,San Leandro,CA,94578,37.697558,-122.129672
171,CoInspect,coinspectapp.com,San Francisco,CA,94103,37.771857,-122.414584
250,First Round Capital,firstround.com,San Francisco,CA,94103,37.774833,-122.414905
174,Comfy,comfyapp.com,Oakland,CA,94612,37.804838,-122.268901
520,Phone2Action,phone2action.com,Arlington,VA,22209,38.894398,-77.074594
762,VSCO,vsco.co,Oakland,CA,94612,37.80533,-122.270368
405,Livongo,livongo.com,Mountain View,CA,94041,37.39242,-122.071804
872,Contentful,contentful.com,San Francisco,CA,94105,37.791767,-122.393586
720,Tradecraft,tradecraft.com,San Francisco,CA,94105,37.786733,-122.400867
651,Spotify,spotify.com,New York,NY,10007,40.710289,-74.01229
25,Affinity,www.affinity.co,San Francisco,CA,94133,37.796981,-122.404782
842,Zipcar,zipcar.com,San Mateo,CA,94401,37.567466,-122.325692
554,Rainmakers,www.rainmakers.co,San Francisco,CA,94105,37.786086,-122.400017
297,Grove Collaborative,www.grove.co,San Francisco,CA,94109,37.790038,-122.419915
836,Skupos,skupos.com,San Francisco,CA,94109,37.790038,-122.419915
216,Earnest,www.earnest.com,San Francisco,CA,94103,37.775228,-122.417563
656,Square,squareup.com,San Francisco,CA,94103,37.775231,-122.417528
734,Uber,www.uber.com,San Francisco,CA,94103,37.775231,-122.417528
235,Even.com,even.com,Oakland,CA,94612,37.804701,-122.270471
209,Docker,www.docker.com,San Francisco,CA,94107,37.780151,-122.391987
1075,280 Group,280group.com,Los Gatos,CA,95030,37.220624,-121.985589
887,Sourcegraph,sourcegraph.com,San Francisco,CA,94105,37.786816,-122.40049
584,Riviera Partners,rivierapartners.com,San Francisco,CA,94103,37.774847,-122.415168
97,BloomThat,www.bloomthat.com,San Francisco,CA,94107,37.751824,-122.389362
310,HeartFlow,heartflow.com,Redwood City,CA,94063,37.51365,-122.199525
927,Delphix,delphix.com,Redwood City,CA,94063,37.513745,-122.199786
108,Branch,branch.io,Redwood City,CA,94063,37.51365,-122.199525
61,Apttus,apttus.com,San Mateo,CA,94404,37.556081,-122.288161
266,Gainsight,gainsight.com,Redwood City,CA,94065,37.535116,-122.258255
352,Invitae,www.invitae.com,San Francisco,CA,94103,37.76683,-122.401309
794,Yelp,www.yelpblog.com,San Francisco,CA,94105,37.786662,-122.399972
10,2600Hz,2600hz.com,San Francisco,CA,94108,37.787935,-122.405029
903,Seismic,seismic.com,San Francisco,CA,94105,37.787305,-122.399372
515,Percolate,percolate.com,San Francisco,CA,94105,37.787305,-122.399372
590,Runway Incubator,www.runway.is,San Francisco,CA,94103,37.776769,-122.416616
792,Yammer,www.yammer.com,San Francisco,CA,94103,37.776769,-122.416616
714,Thumbtack,www.thumbtack.com,San Francisco,CA,94103,37.776769,-122.416616
442,Microsoft,www.microsoft.com,San Francisco,CA,94103,37.776769,-122.416616
733,Twitter,twitter.com,San Francisco,CA,94103,37.776834,-122.416376
930,Egnyte,egnyte.com,Mountain View,CA,94043,37.409204,-122.083073
782,Womply,www.womply.com,San Francisco,CA,94107,37.779826,-122.391025
607,Scripted,scripted.com,San Francisco,CA,94107,37.781005,-122.397089
452,Modis,modis.com,San Francisco,CA,94105,37.791554,-122.394095
719,Traction,www.tractionco.com,San Francisco,CA,94109,37.790485,-122.419255
827,GetThru,getthru.io,Oakland,CA,94612,37.8039,-122.270794
5,21Tech,21tech.com,Oakland,CA,94612,37.8039,-122.270794
116,Broadcom,www.broadcom.com,San Jose,CA,95131,37.386135,-121.900328
612,Sentry,sentry.io,San Francisco,CA,94107,37.783991,-122.397363
900,Rockbot,rockbot.com,Oakland,CA,94612,37.803816,-122.271335
485,Nuro,nuro.ai,Mountain View,CA,94043,37.410376,-122.081143
123,C3,c3.ai,Redwood City,CA,94063,37.513716,-122.201786
359,Jobvite,jobvite.com,San Mateo,CA,94402,37.554714,-122.317245
751,Vidado,vidado.ai,Oakland,CA,94607,37.794857,-122.273891
203,Digitalist Global,digitalist.global,San Francisco,CA,94105,37.791908,-122.393852
75,Backerkit,www.backerkit.com,San Francisco,CA,94103,37.773998,-122.410834
454,MoogSoft,www.moogsoft.com,San Francisco,CA,94111,37.802896,-122.402254
789,xMatters,xmatters.com,San Ramon,CA,94583,37.772877,-121.959513
155,Clever,clever.com,San Francisco,CA,94103,37.776408,-122.413882
145,Chewse,www.chewse.com,San Francisco,CA,94103,37.775724,-122.412707
790,Xoriant,xoriant.com,Sunnyvale,CA,94089,37.404943,-121.987639
39,AltSchool,www.altschool.com,San Francisco,CA,94103,37.774189,-122.410479
226,Elegant Themes,www.elegantthemes.com,San Francisco,CA,94103,37.775624,-122.411781
569,Reflektive,www.reflektive.com,San Francisco,CA,94107,37.779858,-122.390665
107,Braintree,www.braintreepayments.com,San Francisco,CA,94107,37.77984,-122.390637
230,Entelo,www.entelo.com,San Francisco,CA,94105,37.791833,-122.394431
622,Sift Science,siftscience.com,San Francisco,CA,94105,37.791833,-122.394431
440,Metric Insights,www.metricinsights.com,San Francisco,CA,94103,37.775104,-122.415275
899,Renew Financial,renewfinancial.com,Oakland,CA,94607,37.803463,-122.272345
908,Clorox,thecloroxcompany.com,Oakland,CA,94612,37.803463,-122.272345
435,Mende Design,mendedesign.com,San Francisco,CA,94103,37.77471,-122.41009
689,Taos,taos.com,San Jose,CA,95134,37.395928,-121.931578
551,Radical Designs,radicaldesigns.org,Oakland,CA,94612,37.80512,-122.276975
186,Cruise Automation,www.getcruise.com,San Francisco,CA,94103,37.770038,-122.409703
284,Gong.io,www.gong.io,San Mateo,CA,94403,37.546157,-122.290233
524,Pixar,pixar.com,Emeryville,CA,94608,37.832592,-122.28372
122,Bukwild,www.bukwild.com,Sacramento,CA,95814,38.582053,-121.505066
682,SyncFab,syncfab.com,San Leandro,CA,94577,37.725249,-122.155549
602,Scal.io,scal.io,San Francisco,CA,94108,37.788109,-122.403763
4,15Five,15five.com,San Francisco,CA,94103,37.781714,-122.403236
850,Nuance Communications,www.nuance.com,Sunnyvale,CA,94085,37.37944,-121.997339
461,Mux,mux.com,San Francisco,CA,94102,37.779224,-122.414381
479,NoRedInk,www.noredink.com,San Francisco,CA,94105,37.787593,-122.399686
274,Getaround,getaround.com,San Francisco,CA,94103,37.77413,-122.40766
495,Opendoor,www.opendoor.com,San Francisco,CA,94105,37.787072,-122.400451
211,DoorDash,doordashstore.com,San Francisco,CA,94105,37.787243,-122.40054
408,Looker,looker.com,San Francisco,CA,94103,37.774367,-122.407404
806,ZeroCater,zerocater.com,San Francisco,CA,94107,37.781289,-122.396682
1083,Switchboard Software,switchboard-software.com,San Francisco,CA,94104,37.79154,-122.401103
110,Brex,brex.com,San Francisco,CA,94104,37.791425,-122.401038
1032,Procore Technologies,procore.com,Alameda,CA,94502,37.727646,-122.231974
768,WayUp,wayup.com,New York,NY,10001,40.744976,-73.992422
328,Hotwire,www.hotwire.com,San Francisco,CA,94104,37.791437,-122.400546
749,Vevo,www.vevo.com,San Francisco,CA,94104,37.791437,-122.400546
214,Duncan Channon,www.duncanchannon.com,San Francisco,CA,94104,37.79148,-122.400593
975,thredUP,thredup.com,San Francisco,CA,94104,37.79152,-122.400593
945,Juniper Networks,juniper.net,Sunnyvale,CA,94089,37.407504,-122.029189
572,Remix,www.remix.com,San Francisco,CA,94103,37.777616,-122.410352
785,Woopra,www.woopra.com,San Francisco,CA,94103,37.771106,-122.409152
901,Vivun,vivun.com,Oakland,CA,94607,37.802803,-122.272921
1019,Lucasfilm,lucasfilm.com,San Francisco,CA,94129,37.800434,-122.450001
564,Redbubble,www.redbubble.com,San Francisco,CA,94104,37.79005,-122.402659
965,POPSUGAR,popsugar.com,San Francisco,CA,94104,37.789817,-122.40255
608,Securly,securly.com,San Jose,CA,95113,37.337659,-121.894104
68,Autodesk,www.autodesk.com,San Rafael,CA,94903,38.005402,-122.530873
169,Coffee Meets Bagel,coffeemeetsbagel.com,San Francisco,CA,94105,37.785333,-122.408147
35,AlienVault,www.alienvault.com,San Mateo,CA,94403,37.545105,-122.290819
96,Bloc,www.bloc.io,San Francisco,CA,94104,37.790218,-122.402723
487,Oath,www.oath.com,San Francisco,CA,94123,37.781888,-122.406155
895,Gravitational,gravitational.com,Oakland,CA,94607,37.790432,-122.269155
1051,Zerodown,Zerodown.com,San Francisco,CA,94105,37.788595,-122.400989
132,Carbon,carbon3d.com,Redwood City,CA,94063,37.487369,-122.209545
1053,Auth0,auth0.com,Bellevue,WA,98004,47.61782,-122.195861
972,Space Systems Loral,sslmda.com,Palo Alto,CA,94303,37.429347,-122.10886
396,Liftopia,about.liftopia.com/index.html,San Francisco,CA,94103,37.780919,-122.411399
629,Skillz,skillz.com,San Francisco,CA,94103,37.780945,-122.411377
593,Saildrone,www.saildrone.com,Alameda,CA,94501,37.782828,-122.305146
891,ZEIT,zeit.co,San Francisco,CA,94133,37.7978,-122.405305
176,Compology,compology.com,San Francisco,CA,94103,37.771769,-122.407331
212,DroneDeploy,www.dronedeploy.com,San Francisco,CA,94103,37.771793,-122.4074
1034,Seagate,seagate.com,Cupertino,CA,95014,37.320788,-122.031617
970,Seagate Technology,seagate.com,Cupertino,CA,95014,37.320788,-122.031617
659,Starcity,starcity.com,San Francisco,CA,94133,37.797508,-122.405181
800,Zendesk,www.zendesk.com,San Francisco,CA,94103,37.78158,-122.410444
161,Cloudflare,www.cloudflare.com,San Francisco,CA,94107,37.780223,-122.390587
605,Scalyr,scalyr.com,San Mateo,CA,94401,37.566047,-122.325402
382,KPCB,www.kpcb.com,San Francisco,CA,94107,37.781277,-122.393741
178,CoreOS,coreos.com,San Francisco,CA,94105,37.787412,-122.400224
409,Luma Health,lumahealth.io,San Francisco,CA,94104,37.790434,-122.402526
973,SurveyMonkey,surveymonkey.com,Palo Alto,CA,94301,37.444478,-122.165316
788,Xero,www.xero.com,San Francisco,CA,94111,37.800154,-122.401883
517,Performance Horizon,performancehorizon.com,San Francisco,CA,94111,37.793462,-122.398097
640,Snappr,snappr.co,San Francisco,CA,94111,37.792978,-122.397876
473,Newfront Insurance,www.newfrontinsurance.com,San Francisco,CA,94105,37.788117,-122.39921
969,Sandisk,sandisk.com,Milpitas,CA,95035,37.417533,-121.92248
967,reputation.com,reputation.com,Redwood City,CA,94063,37.487976,-122.224383
384,Landor,landor.com,San Francisco,CA,94111,37.800912,-122.400573
683,Synchrony,www.synchrony.com,San Francisco,CA,94105,37.789152,-122.397614
470,Netflix,netflix.com,Los Gatos,CA,95032,37.259575,-121.962753
280,Glassdoor,glassdoor.com,Mill Valley,CA,94941,37.880139,-122.51452
641,Snowflake Computing,snowflake.com,San Mateo,CA,94401,37.566551,-122.325004
983,Zscaler,zscaler.com,San Jose,CA,95134,37.415951,-121.947837
498,Oracle,www.oracle.com,Redwood City,CA,94065,37.530705,-122.26242
95,Blend,blend.com,San Francisco,CA,94104,37.790377,-122.401862
115,BrightTALK,brighttalk.com,San Francisco,CA,94104,37.789941,-122.40211
638,Snapdocs,snapdocs.com,San Francisco,CA,94104,37.790377,-122.401862
959,MongoDB,mongodb.com,Palo Alto,CA,94301,37.442041,-122.161195
609,Segment,segment.com,San Francisco,CA,94111,37.793949,-122.398062
491,OneLogin,www.onelogin.com,San Francisco,CA,94111,37.794004,-122.398003
202,Dialpad,dialpad.com,San Francisco,CA,94111,37.794004,-122.398003
312,Helpshift,www.helpshift.com,San Francisco,CA,94104,37.791479,-122.399947
37,Alloy,alloy.ai,San Francisco,CA,94107,37.780521,-122.396507
1058,Dokkio,dokkio.com,San Mateo,CA,94403,37.551425,-122.291173
723,trendmedia,trendmedia.com,San Francisco,CA,94104,37.790099,-122.400751
778,Wish,www.wish.com,San Francisco,CA,94104,37.790446,-122.401154
429,McKesson,www.mckesson.com,San Francisco,CA,94104,37.788765,-122.402747
661,Stitch Fix,stitchfix.com,San Francisco,CA,94104,37.789205,-122.403442
496,Opentable,www.opentable.com,San Francisco,CA,94104,37.789468,-122.402935
834,Prifina,prifina.com,San Francisco,CA,94105,37.791047,-122.400047
313,Hims,www.forhims.com,San Francisco,CA,94129,37.800184,-122.44982
261,Founders Fund,foundersfund.com,San Francisco,CA,94129,37.800184,-122.44982
804,Zenreach,zenreach.com,San Francisco,CA,94129,37.800322,-122.449951
642,SoFi,sofi.com,San Francisco,CA,94129,37.800322,-122.449951
340,Industrial Light & Magic,www.ilm.com,San Francisco,CA,94129,37.800184,-122.44982
954,Maverick Capital,maverickventures.com,San Francisco,CA,94129,37.798845,-122.449338
234,Equinix,equinix.com,Redwood City,CA,94065,37.527344,-122.261179
243,Facebook,www.facebook.com,Menlo Park,CA,94025,37.484377,-122.148304
245,Fanatics,fanatics.com,San Mateo,CA,94403,37.542249,-122.293545
826,Fuzzy,yourfuzzy.com,San Francisco,CA,NaN,37.774929,-122.419415
783,Wonderschool,www.wonderschool.com,San Francisco,CA,NaN,37.774929,-122.419415
841,WellPay,www.wellpay.care,San Mateo,CA,NaN,37.562992,-122.325525
741,UrbanSitter,www.urbansitter.com,San Francisco,CA,NaN,37.774929,-122.419415
646,Sourceress,www.sourceress.com,San Francisco,CA,NaN,37.774929,-122.419415
591,Rylo,www.rylo.com,San Francisco,CA,NaN,37.774929,-122.419415
847,Mission Lane,www.missionlane.com,San Francisco,CA,NaN,37.774929,-122.419415
422,Massdrop,www.massdrop.com,San Francisco,CA,NaN,37.774929,-122.419415
305,Hammerhead,www.hammerhead.io,San Francisco,CA,NaN,37.774929,-122.419415
278,Givecampus,www.givecampus.com,San Francisco,CA,NaN,37.774929,-122.419415
219,Eatsa,www.eatsa.com,San Francisco,CA,NaN,37.774929,-122.419415
198,Deepnote,www.deepnote.org,San Francisco,CA,NaN,37.774929,-122.419415
146,Chime,www.chimebank.com,San Francisco,CA,NaN,37.774929,-122.419415
105,Boxbot,www.boxbot.io,Oakland,CA,NaN,37.804364,-122.271114
1050,WorkPatterns,workpatterns.com,San Francisco,CA,NaN,37.774929,-122.419415
360,Joy,withjoy.com,San Francisco,CA,NaN,37.774929,-122.419415
902,Ascend,tryascend.com,San Jose,CA,NaN,37.338208,-121.886329
693,TechConnexion,techconnexion.com,San Francisco,CA,NaN,37.774929,-122.419415
634,Slow Ventures,slow.co,San Francisco,CA,NaN,37.774929,-122.419415
615,Shift.org,shift.org,San Francisco,CA,NaN,37.774929,-122.419415
582,Riot Games,riotgames.com,San Francisco,CA,NaN,37.783711,-122.427614
966,Qwil,qwil.com,San Francisco,CA,NaN,37.774929,-122.419415
542,Pusher,pusher.com,San Francisco,CA,NaN,37.774929,-122.419415
535,Pramp,pramp.com,San Francisco,CA,NaN,37.774929,-122.419415
1066,Oura,ouraring.com,San Francisco,CA,NaN,37.774929,-122.419415
848,NextGen America,nextgenamerica.org,San Francisco,CA,NaN,37.774929,-122.419415
882,Moonlight,moonlightwork.com,San Francisco,CA,NaN,37.774929,-122.419415
915,Mercury,mercury.com,San Francisco,CA,NaN,37.774929,-122.419415
957,Mentor Graphics Inc,mentor.com,46871 Bayside Pkwy,CA,NaN,37.479393,-121.942169
415,Mailchimp,mailchimp.com,Oakland,CA,NaN,37.804364,-122.271114
411,Lyte,lyte.com,San Francisco,CA,NaN,37.774929,-122.419415
950,Lucasfilm Ltd,lucasfilm.com,1110 O'Reilly Ave,Sa,NaN,37.800434,-122.450001
949,Lookout,lookoutsf.com,3600 16th St,Sa,NaN,37.76438,-122.433318
378,KittyHawk,kittyhawk.io,San Francisco,CA,NaN,37.774929,-122.419415
370,Kapwing,kapwing.com,San Francisco,CA,NaN,37.774929,-122.419415
914,Jane Technologies,iheartjane.com,Santa Cruz,CA,NaN,36.974117,-122.030796
938,Grand Rounds Inc.,grandrounds.com,370 3rd St,Sa,NaN,37.782688,-122.398342
288,Google,google.com,Mountain View,CA,NaN,37.386052,-122.083851
1029,Noyo,gonoyo.com,San Francisco,CA,NaN,37.774929,-122.419415
831,Miles,getmiles.com,75 E Santa Clara St,Su,NaN,37.337119,-121.889391
257,Forkable,forkable.com,San Francisco,CA,NaN,37.774929,-122.419415
232,Enwoven,enwoven.com,Oakland,CA,NaN,37.804364,-122.271114
227,Employbl,employbl.com,Alameda,CA,NaN,37.765206,-122.241636
929,eBay Inc.,ebayinc.com,2025 E Hamilton Ave,Sa,NaN,37.295337,-121.926095
928,Drawbridge,drawbridge.com,2121 S El Camino Real,Sa,NaN,37.547371,-122.307611
912,Dover,dover.io,San Francisco,CA,NaN,37.774929,-122.419415
191,Daily Kos,dailykos.com,Oakland,CA,NaN,37.804364,-122.271114
996,Codi,codiwork.com,San Francisco,CA,NaN,37.774929,-122.419415
995,Coderpad,coderpad.io,San Francisco,CA,NaN,37.774929,-122.419415
923,Cloudera Inc,cloudera.com,433 California St,Sa,NaN,37.792699,-122.401684
860,Google Cloud,cloud.google.com,Sunnyvale,CA,NaN,37.411097,-122.018176
153,ClearBrain,clearbrain.com,San Francisco,CA,NaN,37.774929,-122.419415
920,Brocade,brocade.com,130 Holger Way,Sa,NaN,37.418482,-121.95232
88,Binc,bincsearch.com,San Francisco,CA,NaN,37.774929,-122.419415
85,Bexi,bexi.io,San Leandro,CA,NaN,37.72493,-122.156077
69,Automattic,automattic.com,San Francisco,CA,NaN,37.774929,-122.419415
816,Aura Frames,auraframes.com,San Francisco,CA,NaN,37.774929,-122.419415
702,Tetra,asktetra.com,San Francisco,CA,NaN,37.774929,-122.419415
1072,Apollo GraphQL,apollographql.com,140 10th Street,Sa,NaN,37.77469,-122.415463
11,Abl Schools,ablschools.com,San Francisco,CA,NaN,37.774929,-122.419415
3,10 by 10,10by10.io,San Francisco,CA,NaN,37.774929,-122.419415